Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
90tal,Vad var en Scrunchie?,Hårresår av tyg,Armband,Halsband,Örhängen
90tal,Vad var speciellt med Super Soakers?,Högt vattentryck,Stor vattentank,Långa skott,Alla ovanstående
90tal,Vad stod ICQ för?,I Seek You,Internet Chat Quick,Instant Communication Query,Interactive Chat Queue
90tal,Vem var Kosovos politiska ledare före kriget?,Ibrahim Rugova,Hashim Thaçi,Adem Demaçi,Veton Surroi
90tal,Vem var Sveriges statsminister under 90-talet?,Ingvar Carlsson,Carl Bildt,Göran Persson,Ulf Adelsohn
90tal,Vad hette milisgruppen som genomförde folkmordet?,Interahamwe,Impuzamugambi,FAR,CDR
90tal,Vad hette Microsofts webbläsare?,Internet Explorer,Netscape,Mozilla,Safari
90tal,Vilken låt dansade Carlton till ursprungligen?,It's Not Unusual,What's New Pussycat,Delilah,Green Grass
90tal,Vem skrev Harry Potter-böckerna?,J.K. Rowling,J.R.R. Tolkien,Roald Dahl,C.S. Lewis
90tal,Vem var Kuwaits emir under invasionen?,Jaber Al-Ahmad Al-Sabah,Sabah Al-Ahmad Al-Sabah,Abdullah Al-Salim Al-Sabah,Saad Al-Abdullah Al-Sabah
90tal,"Vad betyder ""Talk to the hand""?",Jag lyssnar inte,Hej då,Stopp,Vänta
90tal,"Vilket album innehöll ""Ironic""?",Jagged Little Pill,Supposed Former Infatuation Junkie,Under Rug Swept,Havoc and Bright Lights
90tal,Vem regisserade Titanic?,James Cameron,Steven Spielberg,George Lucas,Ridley Scott
90tal,Vem mördade Chris Hani?,Janusz Waluś,Clive Derby-Lewis,Eugene de Kock,Ferdi Barnard
90tal,Vilket land skapade Tamagotchi?,Japan,USA,Sydkorea,Kina
90tal,Vem grundade Amazon?,Jeff Bezos,Bill Gates,Steve Jobs,Larry Page
90tal,Vem spelade Rachel Green?,Jennifer Aniston,Courteney Cox,Lisa Kudrow,Reese Witherspoon
90tal,Vem spelade Jerry Seinfeld?,Jerry Seinfeld,Larry David,Jason Alexander,Michael Richards
90tal,Vem grundade Yahoo?,Jerry Yang och David Filo,Larry Page och Sergey Brin,Jeff Bezos,Mark Zuckerberg
90tal,Vem spelade Vincent Vega i Pulp Fiction?,John Travolta,Samuel L. Jackson,Bruce Willis,Harvey Keitel
90tal,Vilket land stödde Irak under Gulfkriget?,Jordanien,Syrien,Iran,Turkiet
90tal,Vem efterträdde Laurent-Désiré Kabila?,Joseph Kabila,Jean-Pierre Bemba,Étienne Tshisekedi,Vital Kamerhe
90tal,Vem var Rwandas president när folkmordet började?,Juvénal Habyarimana,Pasteur Bizimungu,Paul Kagame,Grégoire Kayibanda
90tal,"Vad sa Furby när den ""vaknade""?",Kah-dah!,Me love you!,Wah!,Doo-moh!
90tal,Vad ersatte CD-skivan?,Kassettband,Vinylskivor,8-spår,Alla ovanstående
90tal,Vem spelade Rose i Titanic?,Kate Winslet,Nicole Kidman,Gwyneth Paltrow,Sandra Bullock
90tal,Vem spelade Neo i The Matrix?,Keanu Reeves,Brad Pitt,Will Smith,Tom Cruise
90tal,Vem spelade Jack i Speed?,Keanu Reeves,Tom Cruise,Brad Pitt,Will Smith
90tal,Vem spelade Frasier Crane?,Kelsey Grammer,David Hyde Pierce,John Mahoney,Jane Leeves
90tal,Vem var Sveriges bästa målskytt under VM 1994?,Kennet Andersson,Tomas Brolin,Martin Dahlin,Henrik Larsson
90tal,Vad var Dunkaroos?,Kex med chokladdipp,Chips,Godis,Glass
90tal,Vad hette fredsavtalet som slutade första Tjetjenienkriget?,Khasavjurt-avtalet,Moskva-avtalet,Groznyj-avtalet,Kreml-avtalet
90tal,På vilken plats mördades Yitzhak Rabin?,Kings of Israel Square,Knesset,Western Wall,Temple Mount
90tal,Vem var frontfigur i Army of Lovers?,La Camilla,Alexander Bard,Jean-Pierre Barda,Dominika Peczynski
90tal,Vem ledde rebellerna som störtade Mobutu?,Laurent-Désiré Kabila,Joseph Kabila,Jean-Pierre Bemba,Étienne Tshisekedi
90tal,Vem spelade Jack i Titanic?,Leonardo DiCaprio,Brad Pitt,Johnny Depp,Christian Bale
90tal,Vem spelade Sarah Connor i Terminator 2?,Linda Hamilton,Sigourney Weaver,Jamie Lee Curtis,Michelle Pfeiffer
90tal,"Vem sjöng ""Macarena""?",Los del Río,Los Lobos,Manu Chao,Jesse & Joy
90tal,Vad hette The Cardigans stora internationella hit?,Lovefool,My Favourite Game,Erase/Rewind,For What It's Worth
90tal,Vem spelade Kevin McCallister?,Macaulay Culkin,Haley Joel Osment,Elijah Wood,Jake Lloyd
90tal,Vilken myt fanns om Pop Rocks och Coca-Cola?,Magen kunde explodera,Tänderna föll ut,Man blev sjuk,Inget hände
90tal,Vilken typ av tröja var populär och visade magen?,Magtröja,Crop top,Båda ovanstående,Tank top
90tal,Vad hette Ross och Monicas hund?,Marcel,Smelly Cat,Hugsy,Mr. Weasley
90tal,Vem skapade The Simpsons?,Matt Groening,Seth MacFarlane,Mike Judge,Trey Parker
90tal,"Vem sjöng ""Enter Sandman""?",Metallica,Megadeth,Slayer,Anthrax
90tal,Vad hette den första Pokemon-filmen?,Mewtwo Strikes Back,The Power of One,Pokemon 2000,Spell of the Unown
90tal,Vem var Sovjetunionens siste ledare?,Michail Gorbatjov,Boris Jeltsin,Leonid Brezjnev,Vladimir Putin
90tal,Vilket företag köpte Hotmail?,Microsoft,Google,Yahoo,AOL
90tal,Vad hette den första Power Rangers-serien?,Mighty Morphin Power Rangers,Power Rangers Zeo,Power Rangers Turbo,Power Rangers In Space
90tal,Vem skapade Beavis and Butt-Head?,Mike Judge,Matt Groening,Seth MacFarlane,Trey Parker
90tal,Vad hette den populära frisyren där håret var delat i mitten?,Mittbena,Sidodel,Bakåtkammat,Tuppkam
90tal,Vad var Pogs ursprungligen gjorda av?,Mjölkkorkrar,Plast,Metall,Trä
90tal,Vem störtade Somalias diktator Siad Barre?,Mohamed Farrah Aidid,Ali Mahdi Muhammad,Hussein Mohamed Aidid,Abdullahi Yusuf Ahmed
90tal,Vad hette skandalen som nästan fällde Clinton?,Monica Lewinsky,Watergate,Iran-Contra,Whitewater
90tal,Vem var Vita husets praktikant?,Monica Lewinsky,Linda Tripp,Paula Jones,Kathleen Willey
90tal,Vad hette den första webbläsaren?,Mosaic,Netscape,Internet Explorer,Mozilla
90tal,Vad hette Barts lärare?,Mrs. Krabappel,Mrs. Hoover,Mrs. Pommelhorst,Mrs. Muntz
90tal,Vad hette MSN:s chattprogram?,MSN Messenger,MSN Chat,Windows Live,Hotmail Chat
90tal,Vad hette konflikten mellan Grekland och Makedonien?,Namnstriden,Flaggstriden,Språkstriden,Gränsstriden
90tal,I vilket land sändes Big Brother första gången?,Nederländerna,Sverige,USA,Storbritannien
90tal,Vilken färg var mest populär på Scrunchies?,Neon,Svart,Vit,Blå
90tal,Vart kunde man köpa Gak?,Nickelodeon,Disney Store,Toys R Us,Kay Bee Toys
90tal,Vilket band bar mest flanellskjortor?,Nirvana,Pearl Jam,Soundgarden,Alice in Chains
90tal,Vad hette Nokias populära mobiltelefon från slutet av 90-talet?,Nokia 3210,Nokia 1100,Nokia 6600,Nokia 8800
90tal,Vem var USA:s militära befälhavare?,Norman Schwarzkopf,Colin Powell,Dick Cheney,James Baker
90tal,"Vilket band sjöng ""Wonderwall""?",Oasis,Blur,Radiohead,Stone Temple Pilots
90tal,Vad hette NATO:s operation mot Jugoslavien?,Operation Allied Force,Operation Deliberate Force,Operation Desert Storm,Operation Enduring Freedom
90tal,Vad hette NATO:s operation i Bosnien?,Operation Deliberate Force,Operation Allied Force,Operation Desert Storm,Operation Enduring Freedom
90tal,Vad hette operationen som befriade Kuwait?,Operation Desert Storm,Operation Desert Shield,Operation Enduring Freedom,Operation Iraqi Freedom
90tal,Vad hette USA:s operation i Somalia?,Operation Restore Hope,Operation Desert Storm,Operation Enduring Freedom,Operation Iraqi Freedom
90tal,Vad hette den kroatiska militära operationen 1995?,Operation Storm,Operation Flash,Operation Summer,Operation Thunder
90tal,Vad hette fredsprocessen mellan Israel och Palestina?,Oslo-processen,Camp David-processen,Madrid-processen,Wye River-processen
90tal,Vad hette kvinnliga gladiatorn med blont hår?,Pantern,Lejonet,Tigern,Leopard
90tal,Var dog Princess Diana?,Paris,London,Monaco,Rom
90tal,Vem spelade Sam i Ghost?,Patrick Swayze,Tom Cruise,Kevin Costner,Mel Gibson
90tal,Vem tog makten i Rwanda efter folkmordet?,Paul Kagame,Pasteur Bizimungu,Faustin Twagiramungu,Pierre-Célestin Rwigema
90tal,Vem vann mest Wimbledon under 90-talet?,Pete Sampras,Andre Agassi,Stefan Edberg,Boris Becker
90tal,Vem vann flest Grand Slam-titlar under 90-talet?,Pete Sampras,Andre Agassi,Stefan Edberg,Jim Courier
90tal,Vem gjorde det avgörande målet i OS-finalen 1994?,Peter Forsberg,Mats Sundin,Håkan Loob,Tommy Salo
90tal,Vad hette Ashs första Pokemon?,Pikachu,Charmander,Squirtle,Bulbasaur
90tal,Vad var chokers gjorda av?,Plast,Sammet,Läder,Alla ovanstående
90tal,Vad hette den populära leksaksserien med små figurer?,Polly Pocket,Barbie,My Little Pony,Trolls
90tal,"Vem skrev ursprungligen ""Nothing Compares 2 U""?",Prince,Sinéad O'Connor,Madonna,George Michael
90tal,Vem var Princess Diana gift med?,Prince Charles,Prince Andrew,Prince Edward,Prince Philip
90tal,Vad var den dyraste Beanie Baby någonsin?,Princess Bear,McDonald's Bears,Peanut Elephant,Humphrey Camel
90tal,Vem regisserade Pulp Fiction?,Quentin Tarantino,Martin Scorsese,Robert Altman,David Lynch
90tal,Vem skrev Goosebumps?,R.L. Stine,Stephen King,Dean Koontz,Clive Barker
90tal,"Vilket band sjöng ""Creep""?",Radiohead,Stone Temple Pilots,Bush,Soundgarden
90tal,Vem var den bosnienserbiska politiska ledaren?,Radovan Karadžić,Ratko Mladić,Biljana Plavšić,Momčilo Krajišnik
90tal,Vem ledde de bosnienserbiska styrkorna?,Ratko Mladić,Radovan Karadžić,Slobodan Milošević,Vojislav Šešelj
90tal,Vad hette den irakiska republikanska garden?,Republican Guard,Elite Guard,Presidential Guard,Special Forces
90tal,Vad hette fredsresolutionen för Kosovo?,Resolution 1244,Resolution 1199,Resolution 1160,Resolution 1203
90tal,Vem förhandlade fram Dayton-avtalet för USA?,Richard Holbrooke,Warren Christopher,Madeleine Albright,James Baker
90tal,Vad hette Vanilla Ice egentligen?,Robert Van Winkle,Robert Ice,Van Ice,Ice Van
90tal,Vem regisserade Independence Day?,Roland Emmerich,Steven Spielberg,James Cameron,Michael Bay
90tal,Vilken färg var mest populär på Troll-hår?,Rosa,Lila,Gul,Blå
90tal,Vad hette rebellgruppen i Sierra Leone?,RUF,AFRC,CDF,ECOMOG
90tal,Vad hette huvudkaraktären i Street Fighter?,Ryu,Ken,Chun-Li,Blanka
90tal,Vad var Forrest Gumps favoritmat?,Räkor,Glass,Choklad,Pizza
90tal,Vilken färg hade Virtual Boys skärm?,Röd,Grön,Blå,Gul
90tal,Vem var Iraks president under Kuwaitinvasionen?,Saddam Hussein,Ahmad Hassan al-Bakr,Abdul Rahman Arif,Abdul Salam Arif
90tal,Vad var Magic: The Gathering?,Samlarkortspel,Brädspel,Videospel,Bok
90tal,Vad hette Super Nintendos största konkurrent?,Sega Genesis,Sega Master System,Atari Jaguar,Neo Geo
90tal,Vad hette E-Types stora hit?,Set the World on Fire,This Is the Way,Angels Crying,Free Like a Flying Demon
90tal,Vem blev Israels premiärminister efter Rabin?,Shimon Peres,Benjamin Netanyahu,Ehud Barak,Ariel Sharon
90tal,"Vem sjöng ""Nothing Compares 2 U""?",Sinéad O'Connor,Björk,Tori Amos,Fiona Apple
90tal,Vad var Moon Shoes?,Skor med studsfunktion,Rymdskor,Dyra skor,Ljusa skor
90tal,Vad gjorde Tickle Me Elmo när man kittlade den?,Skrattade och skakade,Sjöng,Dansade,Grät
90tal,Vad var Nerf-blasters gjorda av?,Skumgummi,Plast,Metall,Trä
90tal,Vad hette den stora brickan man använde i Pogs?,Slammer,Crusher,Pounder,Smasher
90tal,Vad var Gak?,Slimig leksak,Klistrig boll,Studsboll,Modelera
90tal,Vem var Jugoslaviens president under 90-talet?,Slobodan Milošević,Franjo Tuđman,Alija Izetbegović,Milan Kučan
90tal,Vilket land förklarade sig självständigt först från Jugoslavien?,Slovenien,Kroatien,Bosnien,Makedonien
90tal,"Vad hette Nirvanas stora hit från ""Nevermind""?",Smells Like Teen Spirit,Come As You Are,Lithium,In Bloom
90tal,Vad var Pogs?,Små runda brickor,Kort,Figurer,Klistermärken
90tal,Vilket företag tillverkade PlayStation?,Sony,Nintendo,Sega,Microsoft
90tal,Vilket företag tillverkade Discman?,Sony,Panasonic,Philips,JVC
90tal,Vart kom Tetris ursprungligen från?,Sovjetunionen,Japan,USA,Sverige
90tal,Vad hette Spice Girls debutalbum?,Spice,Spiceworld,Girl Power,Wannabe
90tal,Vad hette massakern i Bosnien 1995?,Srebrenica,Goražde,Žepa,Bihać
90tal,Vem var världens bästa kvinnliga tennisspelare större delen av 90-talet?,Steffi Graf,Monica Seles,Martina Navratilova,Arantxa Sánchez Vicario
90tal,Vem regisserade Jurassic Park?,Steven Spielberg,James Cameron,George Lucas,Ridley Scott
90tal,Vad var speciellt med Troll-dockors hår?,Stod rakt upp,Var regnbågsfärgat,Växte,Bytte färg
90tal,Vad var en Pogo Ball?,Studsboll man hoppade på,Vanlig boll,Basketboll,Fotboll
90tal,Vad hette det första spelet till Nintendo 64?,Super Mario 64,The Legend of Zelda,Mario Kart 64,Super Smash Bros
90tal,Vilket spel följde med Super Nintendo?,Super Mario World,Super Mario Bros,Donkey Kong,The Legend of Zelda
90tal,Vad hette den amerikanska versionen av Expedition Robinson?,Survivor,Big Brother,The Amazing Race,Fear Factor
90tal,Vilken färg var mest populär på chokers?,Svart,Lila,Rosa,Blå
90tal,I vilket land sändes Expedition Robinson första gången?,Sverige,USA,Storbritannien,Norge
90tal,"Vad hette den galna leksaken som ""dog"" om man inte tog hand om den?",Tamagotchi,Furby,Giga Pet,Nano Pet
90tal,Vem blev Sydafrikas första vicepresident?,Thabo Mbeki,F.W. de Klerk,Mangosuthu Buthelezi,Walter Sisulu
90tal,Vem efterträdde Nelson Mandela som president?,Thabo Mbeki,Kgalema Motlanthe,Jacob Zuma,Cyril Ramaphosa
90tal,"Från vilken film kom ""I Will Always Love You""?",The Bodyguard,Pretty Woman,Ghost,Dirty Dancing
90tal,"Vem sjöng ""Zombie""?",The Cranberries,Björk,Sinéad O'Connor,Dolores O'Riordan
90tal,"Från vilket TV-program kom ""Talk to the hand""?",The Fresh Prince,In Living Color,Saturday Night Live,MADtv
90tal,Vad hette den populära frisyren som Jennifer Aniston hade i Friends?,The Rachel,The Monica,The Phoebe,The Courteney
90tal,Vad hette den tokiga frisyren som Jennifer Aniston hade i Friends?,The Rachel,The Monica,The Phoebe,The Jennifer
90tal,Vad hette mysteriet i The X-Files?,The Truth Is Out There,Trust No One,I Want to Believe,The Conspiracy
90tal,"Vad var syftet med ""Oil-for-Food""-programmet?",Tillåta Irak sälja olja för mat,Förbjuda oljeexport,Köpa irakisk olja,Sälja mat till Irak
90tal,Vem spelade Forrest Gump?,Tom Hanks,Robin Williams,Kevin Costner,Harrison Ford
90tal,Vem var målvakt när Sverige vann VM 1991?,Tommy Salo,Robb Stauber,Tommy Söderström,Peter Lindmark
90tal,Vem var Sveriges förbundskapten under VM 1994?,Tommy Svensson,Lars Lagerbäck,Olle Nordin,Sven-Göran Eriksson
90tal,Vad var Jerry Springer Show känt för?,Trash TV,Intervjuer,Nyheter,Sport
90tal,Vem skapade South Park?,Trey Parker och Matt Stone,Mike Judge,Seth MacFarlane,Matt Groening
90tal,Vilket företag tillverkade Beanie Babies?,Ty Inc,Mattel,Hasbro,Fisher-Price
90tal,Vad hette MC Hammers stora hit?,U Can't Touch This,2 Legit 2 Quit,Hammer Time,Turn This Mutha Out
90tal,"Vad samplade Vanilla Ice i ""Ice Ice Baby""?",Under Pressure,Another One Bites the Dust,We Will Rock You,Bohemian Rhapsody
90tal,Vad hette FN-operationen i Somalia?,UNOSOM,UNIFIL,UNPROFOR,UNTSO
90tal,Vad hette FN-styrkan i Bosnien?,UNPROFOR,UNIFIL,UNFICYP,UNTSO
90tal,Vem ledde koalitionen mot Irak?,USA,Storbritannien,Frankrike,Saudiarabien
90tal,Vad hette huvudkaraktären i Sailor Moon?,Usagi Tsukino,Rei Hino,Ami Mizuno,Makoto Kino
90tal,Vad hette Guns N' Roses dubbel-album från 1991?,Use Your Illusion,Appetite for Destruction,Chinese Democracy,The Spaghetti Incident
90tal,"Vem sjöng ""Ice Ice Baby""?",Vanilla Ice,MC Hammer,House of Pain,Coolio
90tal,Vad var farligt med Slap Bracelets?,Vassa kanter när de gick sönder,Ingenting,Klämde för hårt,Var giftiga
90tal,Vilket fängelse frigavs Mandela från?,Victor Verster,Robben Island,Pollsmoor,Pretoria Central
90tal,"Vem var ""Posh Spice""?",Victoria Beckham,Mel B,Emma Bunton,Geri Halliwell
90tal,Vem var Rysslands premiärminister under större delen av 90-talet?,Viktor Tsjernomyrdin,Jegor Gajdar,Sergej Kirienko,Jevgenij Primakov
90tal,Vilket spel lanserades med Sega Saturn?,Virtua Fighter,Sonic,Streets of Rage,Phantasy Star
90tal,Vad hette Nintendos VR-produkt?,Virtual Boy,Power Glove,VR Headset,Game Gear
90tal,Vad var Tamagotchi?,Virtuellt husdjur,Robot,Videospel,Mobiltelefon
90tal,Vem blev Rysslands premiärminister 1999?,Vladimir Putin,Boris Jeltsin,Viktor Tsjernomyrdin,Sergej Stepashin
90tal,Vem störtade Milošević?,Vojislav Koštunica,Zoran Đinđić,Boris Tadić,Tomislav Nikolić
90tal,Vad hände när man bet i Gushers?,Vätska sprutade ut,Läten,De smälte,De blev hårda
90tal,Vad var Mortal Kombat känt för?,Våld och blod,Snabba kamper,Roliga karaktärer,Lätta kontroller
90tal,Vem regisserade The Matrix?,Wachowski Sisters,James Cameron,Steven Spielberg,George Lucas
90tal,Var undertecknades första Oslo-avtalet?,Washington D.C.,Oslo,Jerusalem,Gaza
90tal,Vad sa man i Budweiser-reklamen?,Wasssssuuuup!,What's up!,Whazzup!,Wazzzup!
90tal,Vem spelade Will Smith?,Will Smith,Alfonso Ribeiro,Tatyana Ali,Joseph Marcell
90tal,Vem skapade SimCity?,Will Wright,Sid Meier,John Carmack,Shigeru Miyamoto
90tal,Vem var PLO:s ledare under Oslo-avtalet?,Yasser Arafat,Mahmoud Abbas,Ahmed Qurei,Saeb Erekat
90tal,Vem blev Palestinska myndighetens första president?,Yasser Arafat,Mahmoud Abbas,Ahmed Qurei,Saeb Erekat
90tal,Vem mördade Yitzhak Rabin?,Yigal Amir,Baruch Goldstein,Meir Kahane,Jack Teitel
90tal,Vem var Israels premiärminister under Oslo-avtalet?,Yitzhak Rabin,Benjamin Netanyahu,Shimon Peres,Ehud Barak
90tal,Var sjönk Estonia?,Östersjön,Nordsjön,Finska viken,Kattegatt
90tal,Hur många NBA-mästerskap vann Chicago Bulls under 90-talet?,6,5,7,4
90tal,Vem var Michael Jordans främsta medspelare i Chicago Bulls?,Scottie Pippen,Dennis Rodman,Horace Grant,Steve Kerr
90tal,Vad hette Chicago Bulls tränare under mästerskap stiden?,Phil Jackson,Pat Riley,Chuck Daly,Don Nelson
90tal,Vilket nummer bar Michael Jordan?,23,24,32,33
90tal,Vad hette Michael Jordans basket skor från Nike?,Air Jordan,Nike Pro,Jordan Max,Air Max
90tal,"Vem var känd som ""The Worm"" i Chicago Bulls?",Dennis Rodman,Scottie Pippen,Horace Grant,Steve Kerr
90tal,Vilket lag besegrade Bulls i Eastern Conference Finals för att stoppa deras första threepeat?,Detroit Pistons,Boston Celtics,New York Knicks,Miami Heat
90tal,Vem var Bulls främsta rival under 90-talet?,Detroit Pistons,New York Knicks,Boston Celtics,Miami Heat
90tal,Vad hette det berömda skottet Michael Jordan gjorde över Bryon Russell?,The Shot,The Push Off,The Clutch Shot,The Winner
90tal,Vilket lag förlorade mest Finals mot Bulls under 90-talet?,Utah Jazz,Phoenix Suns,Seattle SuperSonics,Portland Trail Blazers
90tal,Vem var Utah Jazz stjärnspelare?,Karl Malone,John Stockton,Båda ovanstående,Jeff Hornacek
90tal,Vad kallades Karl Malone?,The Mailman,The Hammer,The Machine,The Mountain
90tal,Vem var känd för sina assist i Utah Jazz?,John Stockton,Karl Malone,Jeff Hornacek,Bryon Russell
90tal,Vilket lag vann NBA Finals innan Bulls första threepeat?,Detroit Pistons,Los Angeles Lakers,Boston Celtics,Philadelphia 76ers
90tal,"Vem var känd som ""The Admiral"" i San Antonio Spurs?",David Robinson,Tim Duncan,Sean Elliott,Avery Johnson
90tal,Vilket lag draftade Shaquille O'Neal?,Orlando Magic,Los Angeles Lakers,Miami Heat,Phoenix Suns
90tal,Vad var Shaquille O'Neals smeknamn?,Shaq,Big Diesel,Superman,Alla ovanstående
90tal,Vem var Shaquille O'Neals främsta medspelare i Orlando?,Penny Hardaway,Scott Skiles,Horace Grant,Dennis Rodman
90tal,Vilket lag besegrade Magic i Finals?,Houston Rockets,Chicago Bulls,Seattle SuperSonics,Utah Jazz
90tal,Vad var Hakeem Olajuwons smeknamn?,The Dream,The Tower,The Rocket,The Glide
90tal,"Vem var känd som ""The Glide""?",Clyde Drexler,Hakeem Olajuwon,Charles Barkley,Karl Malone
90tal,"Vem var känd som ""Sir Charles""?",Charles Barkley,Karl Malone,Patrick Ewing,David Robinson
90tal,Vilket lag representerade Charles Barkley i Finals?,Phoenix Suns,Philadelphia 76ers,Houston Rockets,Auburn Tigers
90tal,"Vem var känd för sin ""Dream Shake"" rörelse?",Hakeem Olajuwon,Shaquille O'Neal,Patrick Ewing,David Robinson
90tal,Vilket land vann fotbolls-VM i USA?,Brasilien,Italien,Sverige,Tyskland
90tal,Vem var Brasiliens stjärnspelare under VM i USA?,Romário,Ronaldo,Bebeto,Dunga
90tal,Vilket land vann brons i fotbolls-VM i USA?,Sverige,Bulgarien,Italien,Nederländerna
90tal,Vem var Sveriges främsta målskytt under VM i USA?,Kennet Andersson,Tomas Brolin,Martin Dahlin,Henrik Larsson
90tal,Vilket land vann fotbolls-VM i Frankrike?,Frankrike,Brasilien,Kroatien,Nederländerna
90tal,Vem var Frankrikes stjärnspelare under VM i Frankrike?,Zinedine Zidane,Thierry Henry,Didier Deschamps,Laurent Blanc
90tal,Vilket överraskningsland kom trea i VM i Frankrike?,Kroatien,Bulgarien,Sverige,Danmark
90tal,"Vem var känd som ""Il Fenomeno""?",Ronaldo,Ronaldinho,Roberto Carlos,Rivaldo
90tal,"Vem var känd som ""Zizou""?",Zinedine Zidane,Thierry Henry,David Ginola,Eric Cantona
90tal,Vilket lag vann Champions League flest gånger under 90-talet?,AC Milan,Real Madrid,Barcelona,Ajax
90tal,Vilket nederländskt lag vann Champions League tre år i rad?,Ajax,PSV,Feyenoord,AZ Alkmaar
90tal,Vem var Ajax stjärnspelare under deras framgångsperiod?,Johan Cruyff (tränare),Marco van Basten,Dennis Bergkamp,Ruud Gullit
90tal,"Vilka spelare var kända som ""De Boer-tvillingarna""?",Frank och Ronald de Boer,Ruud och Johan,Marco och Dennis,Patrick och Edwin
90tal,"Vem var känd som ""The King"" i fotboll?",Eric Cantona,Thierry Henry,Zinedine Zidane,David Beckham
90tal,Vilket lag representerade Eric Cantona i Premier League?,Manchester United,Arsenal,Chelsea,Liverpool
90tal,Vem var Manchester United manager under 90-talet?,Sir Alex Ferguson,Arsène Wenger,José Mourinho,Kenny Dalglish
90tal,Vilket lag vann Premier League flest gånger under 90-talet?,Manchester United,Arsenal,Liverpool,Chelsea
90tal,"Vem var känd som ""Psycho"" i Nottingham Forest?",Stuart Pearce,Roy Keane,Vinnie Jones,Duncan Ferguson
90tal,Vilket italienskt lag dominerade Serie A under 90-talet?,Juventus,AC Milan,Inter Milan,AS Roma
90tal,"Vem var känd som ""Il Capitano"" i AS Roma?",Francesco Totti,Gabriel Batistuta,Roberto Baggio,Franco Baresi
90tal,Vilket lag representerade Roberto Baggio under VM i USA?,Italien,Brasilien,Argentina,Spanien
90tal,Vad hände med Roberto Baggios straffspark i VM-finalen?,Han missade,Han gjorde mål,Målvakten räddade,Han fick inte skjuta
90tal,"Vem var känd som ""Der Kaiser""?",Franz Beckenbauer,Lothar Matthäus,Jürgen Klinsmann,Rudi Völler
90tal,Vilket tysk lag dominerade Bundesliga under 90-talet?,Bayern München,Borussia Dortmund,Werder Bremen,VfB Stuttgart
90tal,Hur många VM-guld vann Sverige i ishockey under 90-talet?,2,1,3,0
90tal,Vem var Sveriges ishockeymålvakt under VM-guldet?,Tommy Salo,Tommy Söderström,Robb Stauber,Peter Lindmark
90tal,Vem gjorde det avgörande målet i OS-finalen i Lillehammer?,Peter Forsberg,Mats Sundin,Håkan Loob,Magnus Svensson
90tal,Vilket land besegrade Sverige i OS-finalen i Lillehammer?,Canada,Finland,Ryssland,USA
90tal,"Vem var känd som ""Foppa""?",Peter Forsberg,Mats Sundin,Markus Näslund,Daniel Alfredsson
90tal,Vilket NHL-lag draftade Peter Forsberg?,Quebec Nordiques/Colorado Avalanche,New York Rangers,Detroit Red Wings,Pittsburgh Penguins
90tal,"Vem var känd som ""The Great One"" i hockey?",Wayne Gretzky,Mario Lemieux,Jaromir Jagr,Mark Messier
90tal,Vilket lag spelade Wayne Gretzky för under större delen av 90-talet?,Los Angeles Kings,Edmonton Oilers,New York Rangers,St. Louis Blues
90tal,Vem vann Stanley Cup med Detroit Red Wings?,Steve Yzerman,Sergei Fedorov,Brendan Shanahan,Chris Chelios
90tal,Vilket lag avslutade Montreals Stanley Cup-dominans?,Calgary Flames,New York Rangers,Colorado Avalanche,Detroit Red Wings
90tal,"Vem var känd som ""Super Mario"" i hockey?",Mario Lemieux,Wayne Gretzky,Jaromir Jagr,Sidney Crosby
90tal,Vilket lag representerade Mario Lemieux?,Pittsburgh Penguins,Philadelphia Flyers,New York Rangers,Boston Bruins
90tal,"Vem var känd som ""Captain Serious""?",Steve Yzerman,Mark Messier,Scott Stevens,Chris Chelios
90tal,Vilket lag vann Stanley Cup med Mark Messier som kapten?,New York Rangers,Edmonton Oilers,Vancouver Canucks,Boston Bruins
90tal,Hur många Grand Slam-titlar vann Stefan Edberg totalt?,6,4,8,5
90tal,Vilken yta var Stefan Edbergs specialitet?,Gräs,Grus,Hardcourt,Alla ytor
90tal,Vem var Stefan Edbergs främsta rival?,Boris Becker,Ivan Lendl,Jim Courier,Andre Agassi
90tal,Vem vann flest Wimbledon-titlar under 90-talet?,Pete Sampras,Stefan Edberg,Andre Agassi,Boris Becker
90tal,Vad var Pete Sampras specialitet?,Serve and volley,Baseline,Allround,Clay court
90tal,Vem vann flest Grand Slam-titlar totalt under 90-talet?,Pete Sampras,Andre Agassi,Stefan Edberg,Jim Courier
90tal,Vem var känd för sin kraftfulla serve?,Pete Sampras,Stefan Edberg,Michael Chang,Jim Courier
90tal,Vem vann French Open flest gånger under 90-talet?,Ingen dominerade,Pete Sampras,Andre Agassi,Jim Courier
90tal,Vem var den yngste spelaren att vinna Grand Slam under 90-talet?,Michael Chang,Pete Sampras,Andre Agassi,Boris Becker
90tal,Vem attackerade Monica Seles med kniv?,Günter Parche,En galning,En tysk man,Stefan Grafs fan
90tal,Vem var världens bästa kvinnliga spelare större delen av 90-talet?,Steffi Graf,Monica Seles,Martina Navratilova,Arantxa Sánchez Vicario
90tal,Vem vann Calendar Grand Slam (alla fyra samma år)?,Steffi Graf,Monica Seles,Martina Navratilova,Arantxa Sánchez Vicario
